product_name	chunks	result
Valentino Garavani - baskets Open Skate	valentino garavani,- baskets,open,skate	瓦尔蒂诺·加拉瓦尼  baskets open skate
Valentino Garavani - Bague	valentino garavani,- bague	瓦尔蒂诺·加拉瓦尼  bague
Valentino Garavani - Bottines	valentino garavani,- bottines	瓦尔蒂诺·加拉瓦尼  bottines
Valentino Garavani - Boucles d’oreilles VLogo Signature	valentino garavani,- boucles,d’oreilles,vlogo,signature	瓦尔蒂诺·加拉瓦尼  boucles ears vlogo signature
Valentino Garavani - Boucles d’oreilles Vlogo	valentino garavani,- boucles,d’oreilles,vlogo	瓦尔蒂诺·加拉瓦尼  boucles ears vlogo
Valentino Garavani - Bracelet Rockstud	valentino garavani,- bracelet rockstud	瓦尔蒂诺·加拉瓦尼  bracelet rockstud
Valentino Garavani - Escarpins One Stud 50MM	valentino garavani,- escarpins one stud 50mm	瓦尔蒂诺·加拉瓦尼  escarpins one stud mm 50mm
Valentino Garavani - Escarpins à brides Rockstud	valentino garavani,- escarpins,à brides rockstud	瓦尔蒂诺·加拉瓦尼  escarpins à brides rockstud
Valentino Garavani - Petit sac Rockstud Spike	valentino garavani,- petit sac rockstud,spike	瓦尔蒂诺·加拉瓦尼  petit sac rockstud spike
Valentino Garavani - Petit sac Roman Stud The Handle Bag	valentino garavani,- petit sac,roman,stud the handle bag	瓦尔蒂诺·加拉瓦尼  petit sac roman stud the handle bag
Valentino Garavani - Petit sac porté épaule Locò	valentino garavani,- petit sac,porté épaule,locò	瓦尔蒂诺·加拉瓦尼  petit sac shoulder locò
Valentino Garavani - Porte-monnaie et porte-cartes Roman Stud	valentino garavani,- porte-monnaie,et porte-cartes,roman stud	瓦尔蒂诺·加拉瓦尼  portemonnaie et portecartes roman stud
Valentino Garavani - Sac hobo Stud Sign	valentino garavani,- sac,hobo,stud,sign	瓦尔蒂诺·加拉瓦尼  sac hobo stud sign
Valentino Garavani - Sac porté épaule Rockstud Spike	valentino garavani,- sac,porté épaule rockstud,spike	瓦尔蒂诺·加拉瓦尼  sac porté épaule rockstud spike
Valentino Garavani - Sac porté épaule Stud Sign	valentino garavani,- sac,porté épaule,stud sign	瓦尔蒂诺·加拉瓦尼  sac shoulder stud sign
Valentino Garavani - Sac porté épaule VLogo Chain	valentino garavani,- sac,porté épaule,vlogo,chain	瓦尔蒂诺·加拉瓦尼  sac shoulder vlogo chain
Valentino Garavani - Sandales Rockstud	valentino garavani,- sandales rockstud	瓦尔蒂诺·加拉瓦尼  sandales rockstud
Valentino Garavani - Sandales VLogo chain	valentino garavani,- sandales,vlogo,chain	瓦尔蒂诺·加拉瓦尼  sandales vlogo chain
Valentino Garavani - Sneakers Bubbleback	valentino garavani,- sneakers bubbleback	瓦尔蒂诺·加拉瓦尼  sneakers bubbleback
Valentino Garavani - Sneakers Open Skate	valentino garavani,- sneakers open skate	瓦尔蒂诺·加拉瓦尼  sneakers open skate
Valentino Garavani- Ceinture VLogo	valentino garavani- ceinture,vlogo	valentino garavani ceinture vlogo
Valise Cabine Pégase Légère 55	valise,cabine,pégase légère 55	 valise cabine pégase légère  55
Valise Classic Cabin	valise,classic,cabin	 valise classic cabin
Valise Classic Check-in L	valise,classic check-in l	 valise classic checkin l
Valise Essential Cabin	valise essential,cabin	必需品 cabin
Valise Essential Cabin S	valise essential,cabin,s	必需品 cabin s
Valise Essential Check-In L	valise essential check-in l	valise essential checkin l
Valise Essential Check-In M	valise essential check-in m	valise essential checkin m
Valise Essential Sleeve Cabin 	valise essential,sleeve cabin	必需品 sleeve cabin
Valise Essential Sleeve Cabin S	valise essential,sleeve cabin,s	必需品 sleeve cabin s
Valise Original Cabin	valise original,cabin	原件 cabin
Valise Original Cabin S	valise original,cabin,s	原件 cabin s
Valise Original Check-In M	valise original,check-in m	原件 checkin m
Vareuse natté bouclette	vareuse natté bouclette	 vareuse night bouclette
Varsity Jacket Illusion	varsity jacket,illusion	varsity jacket illusion
Varsity Jacket Ivy	varsity jacket ivy	varsity jacket ivy
Varsity Jacket Offense	varsity jacket offense	varsity jacket offense
Ventotene Roundneck	ventotene,roundneck	ventotene roundneck
Vest Db Kick	vest,db,kick	vest db kick
Veste	veste	veste
Veste 24/7	veste,24/7	veste / 24 7
Veste 4-Bar	veste,4-bar	veste bar 4
Veste 4-Bar matelasée	veste,4-bar matelasée	veste bar matelasée 4
Veste A-line	veste,a,-,line	veste a  line
Veste Abbie	veste,abbie	veste abbie
Veste Acacilo	veste acacilo	veste acacilo
Veste Adour	veste adour	veste adour
Veste Adriana	veste adriana	veste adriana
Veste Alex	veste alex	veste alex
Veste Alliston	veste alliston	veste alliston
Veste Allover Logo Rain	veste,allover logo,rain	veste 标记 rain
Veste Anagram	veste,anagram	veste anagram
Veste Anaud	veste anaud	veste anaud
Veste Army	veste army	veste army
Veste Auburn	veste auburn	牛仔裤
Veste Axis	veste axis	veste axis
Veste Bar	veste bar	veste bar
Veste Bar Cotes Anglaises	veste,bar,cotes,anglaises	veste bar cotes 英语
Veste Bar en laine et soie	veste,bar,en laine,et soie	veste bar wool 以及
Veste Barley	veste barley	veste barley
Veste Barsac	veste barsac	veste barsac
Veste Biker en Cuir Courte	veste biker,en cuir courte	veste biker short leather
Veste Blanchet	veste blanchet	veste blanchet
Veste Blazer	veste blazer	veste blazer
Veste Blazer en cuir	veste,blazer,en cuir	veste blazer leather
Veste Blonville	veste blonville	布伦维尔
Veste Blouson	veste blouson	veste blouson
Veste Blunt	veste blunt	veste blunt
Veste Bomber	veste,bomber	veste bomber
Veste Boxy studs sablé viscose	veste boxy,studs sablé viscose	veste boxy 粘土肥料
Veste Caro	veste caro	veste caro
Veste Casa	veste casa	veste casa
Veste Cass	veste cass	veste cass
Veste Chabat	veste,chabat	veste chabat
Veste Charly	veste charly	veste charly
Veste Charlyne	veste charlyne	veste charlyne
Veste Chasseur 	veste chasseur	捕鱼衣
Veste Chasseur Natté Bouclette	veste chasseur,natté bouclette	捕鱼衣 夜球
Veste Chasseur Pressionnée Agneau	veste chasseur pressionnée,agneau	 pressure fighter vest agneau
Veste Chasseur Tweed Uni	veste chasseur,tweed uni	捕鱼衣 tweed uni
Veste Cilabadi	veste cilabadi	veste cilabadi
Veste Classic	veste classic	veste classic
Veste Classic avec Boutons D'Or	veste classic,avec boutons,d'or	veste classic with buttons d'or
Veste Classique Laine Rayée	veste classique,laine rayée	 classical 拉特丝
Veste Classique Prince de Galles	veste classique,prince de galles	 classical 加勒斯王子
Veste Clode	veste clode	veste clode
Veste Cortina	veste,cortina	veste cortina
Veste Coupe-Vent	veste coupe-vent	veste coupevent
Veste Courte	veste courte	veste courte
Veste Courte 6B	veste courte,6b	veste courte b 6b
Veste Courte En Tweed Moucheté	veste courte,en tweed,moucheté	veste courte en tweed Mouchete
Veste Courte Laine Diagonale	veste courte,laine diagonale	veste courte 斜线
Veste Croisée	veste croisée	crop
Veste Cypress	veste,cypress	veste cypress
Veste Dakota	veste dakota	达科特
Veste De Chasse Matelassée	veste,de chasse matelassée	veste 是的。
Veste Deepsix	veste deepsix	深6
Veste Dipauline	veste dipauline	牛仔裤
Veste Domen	veste domen	单身衣
Veste Double Face	veste double,face	双衣 face
Veste Double Face À Carreaux	veste double,face à carreaux	双衣 in front of the
Veste Ellis	veste,ellis	veste ellis
Veste Ellison	veste ellison	牛仔裤
Veste Elmhurst	veste elmhurst	veste elmhurst
Veste En Cuir	veste,en cuir	veste leather
Veste En Cuir Nappa Léger	veste,en cuir,nappa léger	veste leather 轻
Veste En Denim	veste,en denim	veste denim
Veste En Denim 4G	veste,en denim 4g	veste en denim g 4g
Veste En Grain De Poudre 	veste,en grain,de poudre	veste en grain powder
Veste En Jean	veste,en jean	veste ,,,,,,,,,,,,,,,,
Veste En Nylon 	veste,en nylon	veste en nylon
Veste En Peau De Mouton 	veste,en peau,de mouton	veste Skin de mouton
Veste Faxon	veste faxon	veste faxon
Veste Fayna	veste fayna	veste fayna
Veste Fisola	veste,fisola	veste fisola
Veste Flynn	veste flynn	veste flynn
Veste Folk sans manches	veste folk,sans manches	veste folk 如:
Veste Fuji	veste fuji	veste fuji
Veste Garvey	veste garvey	veste garvey
Veste Georgia	veste georgia	veste georgia
Veste Girel	veste girel	veste girel
Veste Gowder Piping	veste gowder,piping	veste gowder piping
Veste Gradilia	veste gradilia	veste gradilia
Veste Graffiti	veste graffiti	veste graffiti
Veste Greenh - THE CUBE	veste greenh,- the cube	veste greenh  the cube
Veste Gunnison GD	veste gunnison,gd	veste gunnison gd
Veste Harrington en coton check réversible	veste harrington,en coton,check réversible	veste harrington cotton 可逆检查
Veste Hazle	veste hazle	veste hazle
Veste Hibiscus	veste,hibiscus	veste hibiscus
Veste Hinda	veste hinda	veste hinda
Veste HyBridge	veste hybridge	veste hybridge
Veste Hybridge Lite Q	veste hybridge,lite q	veste hybridge 例如:
Veste Ichiro	veste ichiro	下衣
Veste Ildut	veste,ildut	veste ildut
Veste Inside Out	veste inside,out	veste inside out
Veste JUMBO TATLIN	veste jumbo tatlin	veste jumbo tatlin
Veste Jackie	veste jackie	 jackie vest
Veste Jamila	veste jamila	 jamila
Veste Jaqueline	veste jaqueline	jaqueline
Veste Jimi	veste jimi	veste jimi
Veste Josialo	veste,josialo	veste josialo
Veste Jovanka	veste jovanka	veste jovanka
Veste Juniata	veste juniata	veste juniata
Veste Kayla	veste,kayla	veste kayla
Veste Kendall	veste kendall	veste kendall
Veste Kerlouan	veste kerlouan	veste kerlouan
Veste Kettlewell	veste kettlewell	veste kettlewell
Veste Kisteytd	veste kisteytd	veste kisteytd
Veste Leavitt	veste leavitt	veste leavitt
Veste Liliane	veste liliane	紫衣
Veste Lodge	veste lodge	装甲
Veste Loro Piana Icer	veste loro piana icer	戴上皮带
Veste Lullia	veste lullia	牛仔裤
Veste Madie	veste,madie	veste madie
Veste Mara	veste mara	veste mara
Veste Marc	veste marc	veste marc
Veste Marina	veste marina	veste marina
Veste Marly	veste marly	veste marly
Veste Marner	veste marner	veste marner
Veste Matelassée Dior Oblique	veste matelassée dior,oblique	戴金衬衣 斜面
Veste Matelassée High Tech	veste,matelassée high,tech	veste 高加重 tech
Veste Matin	veste matin	veste matin
Veste Matteo	veste matteo	veste matteo
Veste Melanie en cuir synthétique	veste melanie,en cuir synthétique	veste melanie synthetic leather
Veste Melba	veste,melba	veste melba
Veste Mica	veste mica	veste mica
Veste Mie	veste mie	牛仔裤
Veste Minden	veste minden	veste minden
Veste Momy	veste momy	veste momy
Veste Mountain en coton	veste mountain,en coton	veste mountain cotton
Veste Moutain Camo	veste moutain,camo	veste moutain camo
Veste Nakilo	veste nakilo	veste nakilo
Veste Nanaimo	veste,nanaimo	veste nanaimo
Veste Nayoh	veste nayoh	veste nayoh
Veste Nelly	veste,nelly	veste nelly
Veste Nephin Storm	veste,nephin storm	veste nephin storm
Veste New Traveller	veste,new traveller	veste ’’’’’’’’’’’’’’’’’
Veste Oakley	veste oakley	veste oakley
Veste Obine	veste obine	veste obine
Veste Officier	veste officier	veste officier
Veste Okey Pink Label	veste okey,pink label	veste okey pink label
Veste Ozon	veste,ozon	veste ozon
Veste Pamanzi	veste pamanzi	veste pamanzi
Veste Paoleta	veste paoleta	veste paoleta
Veste Pequea	veste pequea	皮衣
Veste RWB	veste rwb	veste rwb
Veste Ravena	veste ravena	veste ravena
Veste Re-Nylon à logo	veste re-nylon,à logo	veste renylon 标记
Veste Rectangle Toile De Laine Rayée	veste rectangle toile,de laine,rayée	rectangle fabric wool ,,,,,,,,,
Veste Rental Tuxedo	veste rental,tuxedo	租用 例如:
Veste Robin	veste robin	veste robin
Veste Rory	veste rory	veste rory
Veste Réédition en vinyle	veste réédition,en vinyle	再版衣 vinyl
Veste Salida	veste salida	veste salida
Veste Sans Manches À Fermeture À Glissière	veste,sans manches,à fermeture,à glissière	veste 如: 关闭 滑冰
Veste Seawolf	veste seawolf	veste seawolf
"Veste Sebasto paradisio"""""	"veste sebasto,paradisio,"""""	"veste sebasto paradisio """""
"Veste Sebasto Unisexe the dude"""""	"veste,sebasto unisexe,the dude"""""	"veste sebasto unisexe the dude"""""
Veste Seema	veste seema	veste seema
Veste Shellar	veste,shellar	veste shellar
Veste Shrunk	veste shrunk	veste shrunk
Veste Sierra Green	veste,sierra,green	veste 塞拉 green
Veste Sierra Onion	veste,sierra,onion	veste 塞拉 onion
Veste Silas courte	veste silas,courte	veste silas courte
Veste Silas mi-longue	veste silas,mi-longue	veste silas milongue
Veste Soft Voyager	veste soft,voyager	veste soft voyager
Veste Soft Wrap	veste soft,wrap	veste soft wrap
Veste St. Moritz	veste,st,. moritz	veste st . moritz
Veste Stria	veste,stria	veste stria
Veste Survival Regenerated	veste survival regenerated	veste survival regenerated
Veste Sweater	veste,sweater	veste sweater
Veste Sweater 2B	veste,sweater 2b	veste sweater b 2b
Veste Teddy	veste,teddy	veste teddy
Veste Teddy Souvenir	veste teddy,souvenir	veste teddy 纪念
Veste Tierra	veste tierra	地毯
Veste Tiya	veste,tiya	veste tiya
Veste Tracksuit Triomphe Jersey Velours	veste tracksuit,triomphe jersey velours	veste tracksuit triomphe jersey velours
Veste Trakehner	veste,trakehner	veste trakehner
Veste Trucker Broderie Artiste Denim	veste,trucker broderie,artiste denim	veste trucker broderie denim artist
Veste Trucker Capuche Denim Union Wash	veste,trucker capuche,denim union,wash	veste trucker capuche denim union wash
Veste Trucker Oversize	veste,trucker oversize	veste trucker oversize
Veste Tunica	veste tunica	veste tunica
Veste Upton	veste upton	veste upton
Veste Urbania	veste urbania	veste urbania
Veste Uspo	veste,uspo	veste uspo
Veste Uvani	veste,uvani	veste 乌瓦尼
Veste Valashe	veste valashe	veste valashe
Veste Varrow	veste,varrow	veste varrow
Veste Varsity	veste varsity	veste varsity
Veste Whitney	veste whitney	veste whitney
Veste Worker	veste,worker	veste worker
Veste Zippée Celine Tissu Effet Papier	veste,zippée,celine,tissu,effet,papier	veste zippee celine tissu effet 纸张
Veste ajustée à col châle	veste,ajustée à col,châle	veste crop adjustable 
Veste avec Clous	veste,avec clous	veste with clous
Veste blazer	veste blazer	veste blazer
Veste blazer City imitation laine	veste,blazer city,imitation,laine	veste blazer city imitation laine
Veste blazer Commuting 2 en 1	veste blazer,commuting 2 en 1	veste blazer commuting  en  2 1
Veste blazer Sierra à capuche 2 en 1	veste,blazer sierra à capuche 2,en 1	veste blazer sierra à capuche  en  2 1
Veste blazer décontractée	veste blazer,décontractée	veste blazer decontracted
Veste bomber	veste,bomber	veste bomber
Veste bomber BAUHAUS FLIGHT	veste,bomber bauhaus flight	veste bomber bauhaus flight
Veste bomber Dolly	veste,bomber dolly	veste bomber dolly
Veste bomber Orgei	veste,bomber orgei	veste bomber orgei
Veste bomber en jacquard à monogramme	veste,bomber en jacquard,à monogramme	veste Jacquard bomber monogram
Veste bomber oversized 4-Bar	veste,bomber oversized 4-bar	veste bomber oversized bar 4
Veste bomber à double crâne	veste,bomber à double crâne	veste 双头炸弹
Veste boutonnée	veste,boutonnée	veste buttoned
Veste boyfriend effet grain de poudre e età carreaux	veste boyfriend,effet grain,de poudre,e età carreaux	veste boyfriend effet grain powder 如:(a)
Veste ceinturée Re-Nylon	veste,ceinturée re-nylon	veste   
Veste ceinturée à manches courtes Denim Couture	veste,ceinturée à manches courtes,denim couture	veste  denim couture
Veste chasseur agneau anglais souple	veste chasseur agneau anglais souple	牛仔 牛仔 牛仔
Veste chasseur laine alpaga	veste chasseur,laine alpaga	捕鱼衣 laine alpaga
Veste chasseur mohair brossé	veste chasseur mohair,brossé	摩毛猎衣  broken
Veste check	veste,check	veste check
Veste chemise Seeker	veste chemise,seeker	下衣 seeker
Veste chemise matelassée	veste chemise matelassée	衬衣
Veste chemise à manches longues	veste chemise,à manches longues	下衣 长袖
Veste classique	veste classique	 classical
Veste col montant	veste,col montant	veste col montant
Veste coupe-vent	veste coupe-vent	veste coupevent
Veste coupe-vent Adige - LEISURE	veste coupe-vent,adige - leisure	veste coupevent adige  leisure
Veste coupe-vent GreenGo - THE CUBE	veste coupe-vent,greengo - the cube	veste coupevent greengo  the cube
Veste coupe-vent GreenH - THE CUBE	veste coupe-vent,greenh - the cube	veste coupevent greenh  the cube
Veste coupe-vent GreenLo - THE CUBE	veste coupe-vent greenlo,- the cube	veste coupevent greenlo  the cube
