product_name	chunks	result
T-shirt en coton à imprimé Scribble Spray	t,-,shirt,en coton,à imprimé scribble spray	T  卡姆登大衣 棉花的 à imprimé scribble spray
T-shirt en coton à motifs et logo Balmain imprimé	t,-,shirt,en coton,à motifs,et logo,balmain imprimé	T  卡姆登大衣 棉花的 à motifs et logo balmain imprimé
T-shirt en crêpe	t,-,shirt,en crêpe	T  卡姆登大衣 en crêpe
T-shirt en jersey	t,-,shirt,en jersey	T  卡姆登大衣 在新泽西
T-shirt en jersey avec logo	t,-,shirt,en jersey,avec logo	T  卡姆登大衣 在新泽西 带有徽标
T-shirt en jersey bio	t,-,shirt,en jersey,bio	T  卡姆登大衣 在新泽西 磨擦的方式
T-shirt en jersey bio Athleisure	t,-,shirt,en jersey,bio athleisure	T  卡姆登大衣 在新泽西 生物运动休闲
T-shirt en jersey bio Tropical Python	t,-,shirt,en jersey,bio tropical python	T  卡姆登大衣 在新泽西 热带有机蟒蛇
T-shirt en jersey de coton biologique	t,-,shirt,en jersey,de coton biologique	T  卡姆登大衣 在新泽西 de coton biologique
T-shirt en jersey à poche plaquée	t,-,shirt,en jersey,à poche,plaquée	T  卡姆登大衣 在新泽西 在口袋里 电镀
T-shirt en jersey à sequins	t,-,shirt,en jersey,à sequins	T  卡姆登大衣 在新泽西 脂肪含量按重量计不超过30%
T-shirt en maille	t,-,shirt,en maille	T  卡姆登大衣 出于某些原因
T-shirt en tricot	t,-,shirt,en tricot	T  卡姆登大衣 穿着金属运动衫
T-shirt en tricot à logo	t,-,shirt,en tricot à logo	T  卡姆登大衣 带有标识的针织
T-shirt fit	t,-,shirt,fit	T  卡姆登大衣 配合度
T-shirt fox	t,-,shirt,fox	T  卡姆登大衣 狐狸。
T-shirt graphique	t,-,shirt graphique	T  shirt graphique
T-shirt graphique kimono	t,-,shirt graphique,kimono	T  shirt graphique kimono
T-shirt imprimé	t,-,shirt,imprimé	T  卡姆登大衣 imprimé
T-shirt imprimé DAISY MARNI	t,-,shirt,imprimé daisy,marni	T  卡姆登大衣 雏菊印花 漂白
T-shirt imprimé Tennis Club Icon	t,-,shirt imprimé tennis,club icon	T  shirt imprimé tennis 想象一下翡翠色的圆
T-shirt imprimé Tennis club	t,-,shirt imprimé tennis,club	T  shirt imprimé tennis 俱乐部
T-shirt imprimé Valentino	t,-,shirt imprimé,valentino	T  shirt imprimé valentino
T-shirt imprimé avec boutons	t,-,shirt,imprimé avec boutons	T  卡姆登大衣 imprimé avec boutons
T-shirt indianapolis en jersey de coton	t,-,shirt,indianapolis en jersey,de coton	T  卡姆登大衣 印第安纳波利斯在泽西岛 棉花的
T-shirt iora en jersey de coton	t,-,shirt iora,en jersey,de coton	T  shirt iora 在新泽西 棉花的
T-shirt iora en jersey lurex	t,-,shirt iora,en jersey lurex	T  shirt iora 穿着Lurex运动衫
T-shirt jersey bio Multicolor Butterfly	t,-,shirt jersey,bio multicolor butterfly	T  shirt jersey bio multicolor butterfly
T-shirt logo	t,-,shirt,logo	T  卡姆登大衣 徽标
T-shirt manches courtes	t,-,shirt manches,courtes	T  shirt manches 短的
T-shirt manches courtes Ashton	t,-,shirt manches,courtes ashton	T  shirt manches 阿什顿·肖特
T-shirt manches courtes Card Printed	t,-,shirt,manches,courtes card printed	T  卡姆登大衣 袖子 courtes card printed
T-shirt manches courtes Double Fox Head	t,-,shirt manches,courtes double fox head	T  shirt manches 短双头狐狸
T-shirt manches courtes Dressed Fox	t,-,shirt manches,courtes dressed fox	T  shirt manches 短裙狐狸
T-shirt manches courtes Fox Head	t,-,shirt,manches,courtes fox head	T  卡姆登大衣 袖子 RB州立街道
T-shirt manches courtes Monochrome Fox Head	t,-,shirt manches,courtes monochrome fox head	T  shirt manches 短头狐狸单色
T-shirt manches courtes Rainbow Fox	t,-,shirt manches,courtes rainbow fox	T  shirt manches 矮个子彩虹狐
T-shirt manches courtes VPC	t,-,shirt manches,courtes vpc	T  shirt manches 短VDC
T-shirt manches courtes Zafferh	t,-,shirt manches courtes,zafferh	T  shirt manches courtes 扎弗尔
T-shirt manches courtes Zelikia	t,-,shirt manches,courtes zelikia	T  shirt manches courtes zelikia
T-shirt manches longues	t,-,shirt,manches,longues	T  卡姆登大衣 袖子 长
T-shirt manches longues Ami de Coeur	t,-,shirt,manches longues,ami,de coeur	T  卡姆登大衣 manches longues 朋友 心的力量
T-shirt manches longues Rue Richelieu	t,-,shirt,manches,longues rue richelieu	T  卡姆登大衣 袖子 longues rue richelieu
T-shirt manches longues rayé	t,-,shirt,manches longues,rayé	T  卡姆登大衣 manches longues rayé
T-shirt marin Fox	t,-,shirt marin,fox	T  shirt marin 狐狸。
T-shirt marin à manches longues	t,-,shirt marin,à manches longues	T  shirt marin 长袖
T-shirt oristano en jersey de coton	t,-,shirt oristano,en jersey,de coton	T  shirt oristano 在新泽西 棉花的
T-shirt oversize	t,-,shirt oversize	T  shirt oversize
T-shirt oversize Formula	t,-,shirt oversize,formula	T  shirt oversize 公式式
T-shirt oversize en coton	t,-,shirt oversize,en coton	T  shirt oversize 棉花的
T-shirt oversize en coton avec lettre	t,-,shirt oversize,en coton,avec lettre	T  shirt oversize 棉花的 带字母
T-shirt oversize en coton avec logo	t,-,shirt oversize,en coton,avec logo	T  shirt oversize 棉花的 带有徽标
T-shirt oversize en coton imprimé logo	t,-,shirt oversize,en coton,imprimé logo	T  shirt oversize 棉花的 印制徽标
T-shirt oversize en coton imprimé maxi logo Balmain	t,-,shirt oversize,en coton,imprimé maxi logo,balmain	T  shirt oversize 棉花的 装饰着鲜花 赛格拉斯
T-shirt oversize en coton imprimé patchwork	t,-,shirt oversize,en coton,imprimé patchwork	T  shirt oversize 棉花的 拼接印花
T-shirt oversize en coton à imprimé carte	t,-,shirt oversize,en coton,à imprimé carte	T  shirt oversize 棉花的 印制卡片
"T-shirt oversize à patch CD Cœur"""""	"t,-,shirt oversize,à patch,cd,cœur,"""""	"T  shirt oversize à patch 卡巴斯北 心 """""
T-shirt oversized	t,-,shirt oversized	T  shirt oversized
T-shirt patch Chillax fox	t,-,shirt,patch,chillax fox	T  卡姆登大衣 内衣 chillax fox
T-shirt patch Double fox head	t,-,shirt,patch,double fox head	T  卡姆登大衣 内衣 double fox head
T-shirt patch Fox	t,-,shirt,patch,fox	T  卡姆登大衣 内衣 狐狸。
T-shirt patch Fox head	t,-,shirt,patch,fox,head	T  卡姆登大衣 内衣 狐狸。 头
T-shirt près du corps Signature	t,-,shirt,près du corps signature	T  卡姆登大衣 身体附近的签名
T-shirt raglan	t,-,shirt raglan	T  shirt raglan
T-shirt rayé	t,-,shirt,rayé	T  卡姆登大衣 rayé
T-shirt rayé Sammy Rochelle	t,-,shirt,rayé sammy,rochelle	T  卡姆登大衣 三振出局，萨米。 罗谢尔
T-shirt rayé avec boutons	t,-,shirt,rayé avec boutons	T  卡姆登大衣 有纽扣的条纹
T-shirt rayé en jersey	t,-,shirt,rayé en jersey	T  卡姆登大衣 rayé en jersey
T-shirt rayé à manches longues à coupe ajustée	t,-,shirt,rayé à manches longues,à coupe,ajustée	T  卡姆登大衣 rayé à manches longues à coupe 调整后的
T-shirt réversible	t,-,shirt réversible	T  shirt réversible
T-shirt s D2 à motif de plan de vol	t,-,shirt,s,d2,à motif,de plan,de vol	T  卡姆登大衣 s D 安妮塔 抓地带 de vol d2
T-shirt sans maches Bede Hot	t,-,shirt,sans maches bede,hot	T  卡姆登大衣 sans maches bede 热
T-shirt sans manches	t,-,shirt,sans manches	T  卡姆登大衣 袖子
T-shirt sans manches à rayures en coton	t,-,shirt,sans manches,à rayures,en coton	T  卡姆登大衣 袖子 振动 棉花的
T-shirt santa rosa en jersey lurex	t,-,shirt santa,rosa en jersey,lurex	T  shirt santa 罗莎穿着球衣 lurex
T-shirt tricoté à manches courtes	t,-,shirt tricoté à manches courtes	T  shirt tricoté à manches courtes
T-shirt utah en jersey de coton	t,-,shirt utah,en jersey,de coton	T  shirt utah 在新泽西 棉花的
T-shirt vintage à graffitis imprimé logo Balmain	t,-,shirt vintage,à graffitis imprimé,logo,balmain	T  shirt vintage 打印的涂鸦 徽标 赛格拉斯
T-shirt à Logo Sammy	t,-,shirt,à logo sammy	T  卡姆登大衣 羊毛衫
T-shirt à broderie brillante	t,-,shirt,à broderie brillante	T  卡姆登大衣 闪亮的刺绣
T-shirt à capuche	t,-,shirt,à capuche	T  卡姆登大衣 à capuche
T-shirt à col en V	t,-,shirt,à col,en v	T  卡姆登大衣 填充革 在v中
T-shirt à col en V et coupe décontractée en tissu éponge rayé	t,-,shirt,à col,en v,et coupe,décontractée en tissu,éponge,rayé	T  卡姆登大衣 填充革 在v中 et coupe 面料休闲 海量 rayé
T-shirt à coupe ajustée en laine mérinos rayé sur la poitrine	t,-,shirt,à coupe,ajustée en laine mérinos,rayé sur la poitrine	T  卡姆登大衣 à coupe 调整后的美利奴羊毛 rayé sur la poitrine
T-shirt à coupe classique en coton côtelé	t,-,shirt,à coupe classique,en coton côtelé	T  卡姆登大衣 一种用于制造机动车辆的 棉罗纹
T-shirt à fines côtes	t,-,shirt,à fines côtes	T  卡姆登大衣 细肋
T-shirt à imprimé	t,-,shirt,à imprimé	T  卡姆登大衣 用印刷品
T-shirt à logo	t,-,shirt,à logo	T  卡姆登大衣 à logo
T-shirt à logo 1952	t,-,shirt,à logo,1952	T  卡姆登大衣 à logo  1952
T-shirt à logo Amiri	t,-,shirt,à logo,amiri	T  卡姆登大衣 à logo 阿米里
T-shirt à logo Amiri fleuri	t,-,shirt,à logo,amiri fleuri	T  卡姆登大衣 à logo 鲜花艾米丽
T-shirt à logo Box	t,-,shirt,à logo,box	T  卡姆登大衣 à logo 邮政信箱
T-shirt à logo Bray	t,-,shirt,à logo,bray	T  卡姆登大衣 à logo 凯拉。
T-shirt à logo Burning	t,-,shirt,à logo,burning	T  卡姆登大衣 à logo 燃烧
T-shirt à logo Classic	t,-,shirt,à logo,classic	T  卡姆登大衣 à logo 原创
T-shirt à logo Denis	t,-,shirt,à logo,denis	T  卡姆登大衣 à logo 最大打印徽标
T-shirt à logo Macro	t,-,shirt,à logo,macro	T  卡姆登大衣 à logo 宏
T-shirt à logo Raymond	t,-,shirt,à logo,raymond	T  卡姆登大衣 à logo 雷蒙德。
T-shirt à logo Rhinestud	t,-,shirt,à logo rhinestud	T  卡姆登大衣 带有莱茵斯图尔标志
T-shirt à logo Sprayed Palm	t,-,shirt,à logo,sprayed,palm	T  卡姆登大衣 à logo 喷洒 手掌
T-shirt à logo Stick Poke	t,-,shirt,à logo,stick,poke	T  卡姆登大衣 à logo 曼佐尼靴子 戳
T-shirt à logo VPC	t,-,shirt,à logo,vpc	T  卡姆登大衣 à logo VDC
T-shirt à logo Zafferh	t,-,shirt,à logo,zafferh	T  卡姆登大衣 à logo 扎弗尔
T-shirt à manches courtes	t,-,shirt,à manches courtes	T  卡姆登大衣 短袖
T-shirt à manches courtes et à col rond          	t,-,shirt,à manches courtes,et à col,rond	T  卡姆登大衣 短袖 运动鞋贝斯行走‘ 圆的
T-shirt à manches courtes et à imprimé all-over         	t,-,shirt,à manches courtes,et à imprimé all,-,over	T  卡姆登大衣 短袖 et à imprimé all  完毕
T-shirt à manches longues	t,-,shirt,à manches longues	T  卡姆登大衣 长袖
T-shirt à manches longues Felix	t,-,shirt,à manches longues,felix	T  卡姆登大衣 长袖 felix
T-shirt à manches longues Kent	t,-,shirt,à manches longues,kent	T  卡姆登大衣 长袖 肯特。
T-shirt à manches longues Sammy	t,-,shirt,à manches longues,sammy	T  卡姆登大衣 长袖 萨米。
T-shirt à manches longues Staple	t,-,shirt,à manches longues,staple	T  卡姆登大衣 长袖 staple
T-shirt à manches longues Vuittamines	t,-,shirt,à manches longues,vuittamines	T  卡姆登大衣 长袖 威他明
T-shirt à manches longues en coton	t,-,shirt,à manches longues,en coton	T  卡姆登大衣 长袖 棉花的
T-shirt à manches longues rayé en coton	t,-,shirt,à manches longues,rayé en coton	T  卡姆登大衣 长袖 条纹棉
T-shirt à motif camouflage	t,-,shirt,à motif,camouflage	T  卡姆登大衣 安妮塔 伪装
T-shirt à motif de mouton avec logo	t,-,shirt,à motif,de mouton,avec logo	T  卡姆登大衣 安妮塔 带链条的软皮鞋 带有徽标
T-shirt à motif de mouton classique	t,-,shirt,à motif,de mouton classique	T  卡姆登大衣 安妮塔 古典绵羊
T-shirt à motif de phare	t,-,shirt,à motif,de phare	T  卡姆登大衣 安妮塔 de phare
T-shirt à patch Ancre	t,-,shirt,à patch,ancre	T  卡姆登大衣 à patch 锚，锚
T-shirt à rayures	t,-,shirt,à rayures	T  卡姆登大衣 振动
T-shirt à volants	t,-,shirt,à volants	T  卡姆登大衣 用美利奴羊毛卷成
T-shirt étoile	t,-,shirt,étoile	T  卡姆登大衣 星星
T-shirt ꓯPC	t,-,shirt,ꓯpc	T  卡姆登大衣 ꓯpc
T-shirtD2 à motif drapeau canadien coupe près du corps	t,-,shirtd2,à motif,drapeau canadien,coupe,près du corps	T  shirtd 安妮塔 加拿大国旗 切 在身体附近 shirtd2
T-shirtSnap	t,-shirtsnap	T shirtsnap
TEJAS - Bottines cowboy en cuir tressé	tejas - bottines cowboy,en cuir tressé	Tejas牛仔靴 史提夫靴子
Tabi slingbacks	tabi,slingbacks	Tabi slingbacks
Tanga avec tulle	tanga,avec tulle	tanga 带薄纱
Tanga en coton	tanga,en coton	tanga 棉花的
Tanga en coton stretch	tanga,en coton stretch	tanga 棉弹力
Tanga en tulle	tanga,en tulle	tanga 传送带
Tanga en tulle stretch	tanga,en tulle stretch	tanga 在弹力薄纱中
Teddy Brodé Étoile Denim Union Wash	teddy,brodé étoile,denim union wash	泰迪 绣花星 植绒标志
Teddy Capuche Cachemire Double Face	teddy capuche cachemire,double face	卵裂 雷德利超大俱乐部
Teddy Celine Nylon Léger	teddy,celine,nylon léger	泰迪 席琳 nylon léger
Teddy Observatoire Manufacture E.T.	teddy observatoire,manufacture e.t,.	teddy observatoire manufacture e.t .
Teddy Oversize Laine	teddy oversize,laine	摇摆连衣裙 羊毛
Teddy Print Artiste Satin	teddy,print artiste satin	泰迪 版画艺术家绸缎
Teddy Souvenir Satin	teddy,souvenir satin	泰迪 绸缎记忆
Teddy college celine molleton	teddy,college celine molleton	泰迪 学院席琳羊毛
Teddy jersey coton	teddy jersey,coton	teddy jersey 棉花
Teddy lucky lovers jersey mat	teddy,lucky lovers jersey mat	泰迪 lucky lovers jersey mat
Teddy patch brodé polaire guépard	teddy patch,brodé polaire guépard	紧凑型 brodé polaire guépard
Tee shirt	tee shirt	T—恤衫
"Tee-shirt Popincourt Bruce Wayne"""""	"tee,-,shirt,popincourt bruce wayne"","""	"tee  卡姆登大衣 波平古尔·布鲁斯·韦恩 """
"Tee-shirt Popincourt Dark knight"""""	"tee,-,shirt,popincourt dark knight"""""	"tee  卡姆登大衣 popincourt dark knight"""""
Tee-shirt en jersey	tee,-,shirt,en jersey	tee  卡姆登大衣 在新泽西
Tee-shirt à motif vases et signature oblique	tee,-,shirt,à motif vases et signature,oblique	tee  卡姆登大衣 有花瓶和签名 倾斜的
Teen Soft 16 Veau Lisse	teen,soft 16 veau lisse	青少年 柔软光滑的小牛肉 16
Teint Precieux	teint precieux	白皙的肤色
The Bandeau	the bandeau	蒙眼的人
The Chelsea – Trench Heritage	the chelsea – trench heritage	帕拉迪西奥
The Sport Short	the sport short	the sport short
The Sweatpants	the sweatpants	透明针织
The Sweatshirt	the sweatshirt	运动衫
The T-Shirt	the t-,shirt	the t 卡姆登大衣
The bandeau	the bandeau	蒙眼的人
Tiny Five	tiny five	♪Tmall Five♪
Tong Celine Triomphe Veau	tong celine,triomphe veau	童瑟琳 凯旋小牛
Tongs	tongs	在让·莫里斯
Top	top	贾勒特洗过了。
Top Aphrodite	top,aphrodite	贾勒特洗过了。 阿芙罗狄蒂
Top Bardot	top bardot	top bardot
Top Belita	top,belita	贾勒特洗过了。 贝丽塔
Top Cally	top cally	顶端卡利
Top Cana	top cana	top cana
Top Cape	top cape	上角
Top Ciba	top ciba	顶级汽巴
Top Col Roulé	top col,roulé	top col 滚压
Top Douglas	top douglas	顶级道格拉斯
Top Faith	top faith	♪TOP FIRST♪
Top Fenton	top fenton	top fenton
Top Figue	top figue	长有机棉
Top Floral print	top floral print	top floral print
Top Giro	top,giro	贾勒特洗过了。 用桑加洛刺绣
Top Henley	top henley	托普·亨利
Top Ida	top,ida	贾勒特洗过了。 艾达
Top Jazzercize	top jazzercize	顶级爵士乐
Top La Scala	top la scala	顶级La Scala
Top Lenny	top lenny	托普·莱尼
Top MMDOG	top mmdog	顶级MmDog
Top Maya	top maya	玛雅上衣
Top Miranda	top,miranda	贾勒特洗过了。 miranda
Top Ren	top ren	莉莉
Top Ronnie	top ronnie	起皱
Top Terry Placé	top terry placé	放置在顶部的毛圈
Top Thomaston	top thomaston	托马斯顿
Top cache coeur	top cache coeur	顶级高速缓存核心
Top col montant	top col montant	顶端颜色
Top court bandage en maille	top court bandage,en maille	上短绷带 出于某些原因
Top court brassière en jacquard à monogramme	top court brassière,en jacquard,à monogramme	上衣短胸罩 在提花中 字母组合
Top court brassière en maille bicolore à monogramme Balmain	top court brassière,en maille bicolore,à monogramme balmain	上衣短胸罩 在双色网格中 à monogramme balmain
Top court en coton	top,court en coton	贾勒特洗过了。 短棉布
Top court en denim	top court en denim	牛仔上衣短裤
Top court en jean	top court en jean	麻烦制造者
Top court en maille	top court en maille	短网眼顶部
Top court en maille à boutons dorés	top court en maille à boutons dorés	镀金网状物的短上衣
Top court en tulle	top court en tulle	薄纱短上衣
Top court en tweed	top court en tweed	粗花呢上衣短裤
Top court imprimé	top,court imprimé	贾勒特洗过了。 印制短片
Top court épaules nues rayé 	top court épaules nues rayé	上衣短而裸露的肩膀有条纹
Top court épaules nues à monogramme	top court épaules nues à monogramme	top court épaules nues à monogramme
Top cut out	top cut out	顶部剪裁
Top en maille	top,en maille	贾勒特洗过了。 出于某些原因
Top en maille à boutons	top,en maille,à boutons	贾勒特洗过了。 出于某些原因 头条新闻
Top en satin	top,en satin	贾勒特洗过了。 穿着绸缎
Top en velours	top,en velours	贾勒特洗过了。 天鹅绒的
Top enna en crêpe mélange de soie	top enna,en crêpe mélange de soie	top enna 在丝绸的煎饼混合物中
Top enna en jersey de coton	top enna,en jersey,de coton	top enna 在新泽西 棉花的
Top enna en jersey de coton imprimé	top enna,en jersey,de coton,imprimé	top enna 在新泽西 棉花的 imprimé
Top froncé	top froncé	头顶皱眉
Top montecito en fil de lin lurex	top montecito,en fil,de lin lurex	斯特凡尼亚靴子 纱线 亚麻羽绒
Top perforé en viscose stretch	top perforé en viscose stretch	粘胶弹力顶部穿孔
Top ras du cou à logo	top ras du cou,à logo	颈上腹股沟 à logo
Top soutien-gorge plissé	top soutien,-,gorge plissé	top soutien  gorge plissé
Top à bretelles	top à bretelles	肩顶
Top à manches longues	top à manches longues	长袖上衣
Tote bag Axelle	tote bag axelle	手提袋Axelle
Tote bag Cœur	tote bag cœur	♪手提包心形♪
Tote bag Fox	tote bag fox	tote bag fox
Tote bag Laure	tote bag laure	奥塔维亚靴子
Tour de cou intarsia avec grille logo	tour,de cou,intarsia avec grille,logo	塔楼 戈米诺。 intarsia avec grille 徽标
Traceless Foundation Stick - Fond de teint invisible stick	traceless foundation stick,- fond,de teint invisible,stick	traceless foundation stick  fond de teint invisible 曼佐尼靴子
Traceless Soft Matte Foundation - Fond de teint Mat	traceless soft,matte foundation - fond,de teint,mat	traceless soft 哑光地基 肤色的变化 垫子
Transparent knit trouser	transparent knit,trouser	X芬兰汤姆休闲剪裁 交错
Traveller Jacket	traveller jacket	旅行夹克
Trench	trench	沟槽
Trench Brody	trench brody	布洛迪战壕
Trench Chelsea	trench chelsea	战壕切尔西
Trench Coat Kuna	trench coat kuna	trench coat kuna
Trench En Cachemire 	trench,en cachemire	沟槽 针织马球衫与剪裁
